beta_variation_max_abs,contact_max_speed,contact_mean_speed,contact_num_sliding,description,estimated_ground_y,folder,foot_source,fps,frames,ground_confidence,max_foot_y,min_foot_y,opensim_motion,penetration0_count,penetration0_max,penetration0_mean,penetration_estimated_count,penetration_estimated_max,penetration_estimated_mean,pkl,pose_delta_lower_max_abs,pose_delta_total_max_abs,pose_delta_upper_max_abs,retarget_dir,root_max_vertical_accel,root_rms_vertical_accel,sequence,sequence_group,stage_id,stage_order,track_id
0.0,9.37085152,0.20493051,66,Post-processed signal: world-grounded plus lower-body/contact correction,0.00155735,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video4,feet_refined,60.0,176,high,0.1336906,-0.00600392,,239,0.00600392,0.00063361,336,0.00756127,0.00125817,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video4/lower_body_corrected/corrected_smpl.pkl,0.43214923,0.43214923,0.0,,0.00458068,0.00060005,video4,video,03_lower_body_corrected,3,merged
0.85401458,2.43294048,0.38993579,492,Original WHAM signal,-0.86636698,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video5,feet_refined,60.0,179,high,-0.75091523,-0.89310032,,716,0.89310032,0.85356343,309,0.02673334,0.00542633,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video5/wham_output.pkl,0.0,0.0,0.0,,0.00211768,0.00051186,video5,video,00_raw_wham,0,merged
0.0,2.43294048,0.38993579,492,Fixed-beta canonical signal,-0.86636698,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video5,feet_refined,60.0,179,high,-0.75091523,-0.89310032,,716,0.89310032,0.85356343,309,0.02673334,0.00542633,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video5/canonical_wham_output.pkl,0.0,0.0,0.0,,0.00280523,0.000584,video5,video,01_fixed_beta,1,merged
0.0,2.43294048,0.38993579,492,World-grounded signal,0.00770694,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video5,feet_refined,60.0,179,high,0.12897986,-0.01822311,,128,0.01822311,0.00072661,289,0.02593005,0.00327159,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video5/world_grounded/optimized_canonical_wham_output.pkl,0.0,0.0,0.0,,0.00209004,0.00040235,video5,video,02_world_grounded,2,merged
0.0,10.24847412,0.24961032,86,Post-processed signal: world-grounded plus lower-body/contact correction,0.00728929,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video5,feet_refined,60.0,179,high,0.12749231,-0.00591671,,85,0.00591671,0.00011331,341,0.01320601,0.00214305,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video5/lower_body_corrected/corrected_smpl.pkl,0.46592188,0.46592188,0.0,,0.00209004,0.00040235,video5,video,03_lower_body_corrected,3,merged
0.96333772,2.17060995,0.40788743,472,Original WHAM signal,-0.86432457,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video6,feet_refined,60.0,168,high,-0.76789808,-0.90462148,,672,0.90462148,0.85429204,289,0.04029691,0.00767615,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video6/wham_output.pkl,0.0,0.0,0.0,,0.00190847,0.0005012,video6,video,00_raw_wham,0,merged
0.0,2.17060995,0.40788743,472,Fixed-beta canonical signal,-0.86432457,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video6,feet_refined,60.0,168,high,-0.76789808,-0.90462148,,672,0.90462148,0.85429204,289,0.04029691,0.00767615,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video6/canonical_wham_output.pkl,0.0,0.0,0.0,,0.00189376,0.00053966,video6,video,01_fixed_beta,1,merged
0.0,2.17060995,0.40788743,472,World-grounded signal,0.01096034,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video6,feet_refined,60.0,168,high,0.11481667,-0.0253011,,131,0.0253011,0.00114386,298,0.03626144,0.00504886,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video6/world_grounded/optimized_canonical_wham_output.pkl,0.0,0.0,0.0,,0.00302899,0.00081424,video6,video,02_world_grounded,2,merged
0.0,9.10700417,0.20328754,61,Post-processed signal: world-grounded plus lower-body/contact correction,0.00192726,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video6,feet_refined,60.0,168,high,0.14969957,-0.00562263,,218,0.00562263,0.00068427,324,0.00754988,0.00145761,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video6/lower_body_corrected/corrected_smpl.pkl,0.53595841,0.53595841,0.0,,0.0041604,0.00065047,video6,video,03_lower_body_corrected,3,merged
0.97659874,3.43989253,0.38875839,516,Original WHAM signal,-0.86197865,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video7,feet_refined,60.0,190,high,-0.71933562,-0.90453583,,760,0.90453583,0.85637242,331,0.04255718,0.00838598,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video7/wham_output.pkl,0.0,0.0,0.0,,0.00131025,0.00041255,video7,video,00_raw_wham,0,merged
0.0,3.43989253,0.38875839,516,Fixed-beta canonical signal,-0.86197865,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video7,feet_refined,60.0,190,high,-0.71933562,-0.90453583,,760,0.90453583,0.85637242,331,0.04255718,0.00838598,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video7/canonical_wham_output.pkl,0.0,0.0,0.0,,0.00239414,0.00047043,video7,video,01_fixed_beta,1,merged
0.0,3.43989253,0.38875839,516,World-grounded signal,0.00820231,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video7,feet_refined,60.0,190,high,0.14204049,-0.02580506,,162,0.02580506,0.00147061,347,0.03400737,0.00440068,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video7/world_grounded/optimized_canonical_wham_output.pkl,0.0,0.0,0.0,,0.00314397,0.00061265,video7,video,02_world_grounded,2,merged
0.0,9.32900238,0.20807099,108,Post-processed signal: world-grounded plus lower-body/contact correction,0.00644374,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video7,feet_refined,60.0,190,high,0.11640239,-0.00608015,,105,0.00608015,0.0002526,368,0.01252389,0.00218021,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video7/lower_body_corrected/corrected_smpl.pkl,0.46561885,0.46561885,0.0,,0.00314397,0.00061265,video7,video,03_lower_body_corrected,3,merged
0.84135967,2.49745965,0.40337437,515,Original WHAM signal,-0.86114252,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video8,feet_refined,60.0,185,high,-0.73103827,-0.90855038,,740,0.90855038,0.85403639,313,0.04740787,0.00979049,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video8/wham_output.pkl,0.0,0.0,0.0,,0.00237502,0.00049685,video8,video,00_raw_wham,0,merged
0.0,2.49745965,0.40337437,515,Fixed-beta canonical signal,-0.86114252,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video8,feet_refined,60.0,185,high,-0.73103827,-0.90855038,,740,0.90855038,0.85403639,313,0.04740787,0.00979049,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video8/canonical_wham_output.pkl,0.0,0.0,0.0,,0.00266415,0.00055917,video8,video,01_fixed_beta,1,merged
0.0,2.49745965,0.40337437,515,World-grounded signal,0.00862092,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video8,feet_refined,60.0,185,high,0.13685519,-0.02291238,,138,0.02291238,0.0005785,313,0.0315333,0.00339528,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video8/world_grounded/optimized_canonical_wham_output.pkl,0.0,0.0,0.0,,0.00339204,0.00064574,video8,video,02_world_grounded,2,merged
0.0,10.20701218,0.26699066,103,Post-processed signal: world-grounded plus lower-body/contact correction,0.00636482,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video8,feet_refined,60.0,185,high,0.14967632,-0.00561833,,61,0.00561833,7.668e-05,353,0.01198316,0.00163601,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video8/lower_body_corrected/corrected_smpl.pkl,0.45694891,0.45694891,0.0,,0.00339204,0.00064574,video8,video,03_lower_body_corrected,3,merged
0.81608105,2.34132433,0.34087896,369,Original WHAM signal,-0.87574977,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video9,feet_refined,60.0,146,high,-0.78315091,-0.92598009,,584,0.92598009,0.87075108,275,0.05023032,0.01150448,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video9/wham_output.pkl,0.0,0.0,0.0,,0.00423154,0.00057568,video9,video,00_raw_wham,0,merged
0.0,2.34132433,0.34087896,369,Fixed-beta canonical signal,-0.87574977,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video9,feet_refined,60.0,146,high,-0.78315091,-0.92598009,,584,0.92598009,0.87075108,275,0.05023032,0.01150448,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video9/canonical_wham_output.pkl,0.0,0.0,0.0,,0.00664413,0.00076002,video9,video,01_fixed_beta,1,merged
0.0,2.34132433,0.34087896,369,World-grounded signal,0.0162186,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video9,feet_refined,60.0,146,high,0.11877775,-0.02514917,,131,0.02514917,0.00132601,287,0.04136777,0.00738156,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video9/world_grounded/optimized_canonical_wham_output.pkl,0.0,0.0,0.0,,0.00310779,0.00078124,video9,video,02_world_grounded,2,merged
0.0,8.61298561,0.2325967,48,Post-processed signal: world-grounded plus lower-body/contact correction,0.0017432,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video9,feet_refined,60.0,146,high,0.14252007,-0.00643539,,224,0.00643539,0.00059388,277,0.00817859,0.00134623,/data3/yangfeiyang/WorkSpace/optimized_wham/output/forehand_clear/video9/lower_body_corrected/corrected_smpl.pkl,0.60286313,0.60286313,0.0,,0.00297177,0.0005184,video9,video,03_lower_body_corrected,3,merged
